session_id,timestamp,status_ativacao,tipo_interacao,tempo_permanencia_seg,toques_por_minuto,velocidade_toques
f8bf6c6b-767b-42fc-ab78-26f5b3de2060,2025-10-06 18:18:26,1,média,100,91,alta
6281484e-8f81-4b49-9c0a-2c34b150608d,2025-10-06 19:11:55,1,curta,33,35,baixa
f626854c-dfa5-44c8-92d9-038d18e91f51,2025-10-06 23:04:19,1,curta,30,11,baixa
3b80db37-58b5-4427-9585-005c85aca0c1,2025-10-06 23:37:25,1,longa,256,112,baixa
4eb38e77-b1a0-48c7-a75c-85c668a3a215,2025-10-06 23:48:43,1,curta,38,17,alta
42e35677-5639-48df-9edc-2b441c4c4799,2025-10-07 00:14:46,1,curta,28,76,alta
a164f90b-3e1e-4b40-bb60-82218408b8ce,2025-10-07 01:19:08,1,curta,14,91,alta
3cd50fc9-ad2a-4bff-b97e-66f44d13d7ab,2025-10-07 03:54:12,1,curta,44,7,baixa
ff3ea9d6-1743-4b30-9873-219d36670f5e,2025-10-07 10:10:32,1,longa,241,29,baixa
1758af98-c923-4db8-890c-a6a93ff80b0d,2025-10-07 12:58:02,1,curta,47,98,baixa
c3178b29-7cae-4e88-8f77-cfb1eaa55531,2025-10-07 14:22:18,1,longa,218,98,baixa
a1aab144-6ea1-44a2-922c-cd438e879c41,2025-10-07 15:20:26,1,curta,53,83,alta
97d2523a-3503-475d-b1d9-8455f7e7cf3a,2025-10-07 16:53:32,1,média,76,97,baixa
0f61998e-d0f9-42dd-a4ec-ebdac04f2241,2025-10-07 17:56:06,1,longa,243,80,baixa
cdbe0114-552e-4229-8286-5846bd249e66,2025-10-07 19:15:20,1,curta,26,79,alta
5934f64c-fcf8-4824-89e9-84610f9fd069,2025-10-07 20:42:29,1,longa,123,113,alta
8de82664-a0ce-42a6-84cf-94f08d99b1d9,2025-10-08 03:34:08,1,curta,31,99,baixa
832cee7a-d8c0-45e6-8ef0-4ac0b503760f,2025-10-08 04:41:59,1,longa,288,24,baixa
ed913dca-89f6-4cd6-94bc-dec065d7513f,2025-10-08 09:11:13,1,curta,40,57,alta
65ac751e-04cc-4340-8df3-2e320bf98a27,2025-10-08 11:01:48,1,média,103,44,baixa
c2ba14d2-4859-496c-9ac4-cf7e5faa7ab9,2025-10-08 11:24:18,1,curta,20,27,alta
29d56333-c2fa-42f2-888c-25b431e86253,2025-10-08 12:28:57,1,curta,19,51,baixa
e27eaf85-5743-4448-994e-7e82a7a4f017,2025-10-08 17:09:51,1,curta,60,34,alta
3d678906-a84c-45b2-a128-10cfdb4bf902,2025-10-09 06:42:58,1,longa,284,16,alta
519b4bde-b7d4-4109-a1fc-3ea4fc074d16,2025-10-09 10:40:51,1,longa,250,16,baixa
4d4119b5-e435-4466-8dbf-d9345bedbb4e,2025-10-09 11:57:06,1,curta,42,18,baixa
a06ac01d-6987-49c7-9466-f8c3b0d254aa,2025-10-09 14:03:46,1,longa,255,100,alta
5662b454-0873-473c-910e-f94d47712dbd,2025-10-09 17:42:31,1,longa,226,42,alta
17e96a6b-b0e3-4b94-84da-882f18f0c2c4,2025-10-09 19:09:30,1,média,97,70,baixa
ed8ea1eb-5586-4b1f-a4fd-316c05bf1c0c,2025-10-09 22:53:54,1,longa,245,110,alta
be0f7a47-d486-476f-ad79-edb32450dca2,2025-10-10 01:28:31,1,curta,55,74,baixa
691bef88-3e64-493e-90a1-a09942c138fc,2025-10-10 01:53:24,1,média,99,70,baixa
3a488ce6-32b6-4612-9186-7c33793e16b9,2025-10-10 03:37:35,1,longa,280,66,baixa
141fec1b-1814-42c9-b86f-e65829666ee6,2025-10-10 06:19:10,1,média,66,113,alta
efdd0cce-7aac-4360-9aea-c7a74cfcdb20,2025-10-10 07:24:37,1,curta,12,115,alta
aa3d0248-0302-454e-a286-9a9973b2633e,2025-10-10 07:52:04,1,longa,158,62,alta
6acfa86b-fb21-4724-a8af-5f027ecad59b,2025-10-10 10:56:16,1,longa,161,30,alta
515921dc-167d-4ff7-98ec-a8ae28d8299a,2025-10-10 11:50:48,1,curta,51,64,baixa
02ceddce-cdb5-4044-849a-82a13724a281,2025-10-10 14:25:52,1,longa,174,91,baixa
3c0f7ba4-f92d-46da-890e-36dc45762f6c,2025-10-10 19:47:18,1,curta,42,54,baixa
e34ac06c-467e-4d13-ba66-fb1a3b53cb1a,2025-10-11 06:16:28,1,média,78,36,baixa
7b0ce71d-8168-4d8b-9d2c-83369eef110b,2025-10-11 06:28:30,1,curta,37,42,baixa
5eec6ed8-20e9-41a5-8c10-e1f526ad9b71,2025-10-11 10:40:28,1,longa,220,101,alta
4dc0ad5e-43fe-4cfe-9340-013c62b1ae52,2025-10-11 17:32:32,1,média,98,92,alta
87d63f3e-591f-4f9e-94c6-74961bf7452f,2025-10-11 18:15:26,1,média,76,82,baixa
fbfe64d9-f600-4539-bc91-c160d496cc49,2025-10-11 21:53:16,1,longa,250,80,alta
d5be72b1-d225-44a3-af96-1b6edc4ea3f6,2025-10-12 03:58:13,1,longa,275,111,baixa
792cd095-ba89-40ec-bf16-d2cd83691671,2025-10-12 05:47:02,1,longa,186,29,alta
3a4ecbaa-6ae5-44e2-8c2c-179ea61b2156,2025-10-12 07:37:25,1,curta,43,120,baixa
fff74e95-f3d9-49b6-bc85-f180a19884ec,2025-10-12 11:42:19,1,média,77,44,alta
1d94cddd-0ec0-437d-9073-484e890c48bf,2025-10-12 17:36:23,1,longa,199,54,baixa
aedb70a8-48fb-48ad-be11-c1ec4758adf6,2025-10-12 20:56:22,1,longa,251,53,alta
db4390e3-7abc-43af-abbe-5d969e9c70dc,2025-10-13 02:22:51,1,longa,210,78,alta
ef0e26ce-2766-4e94-96ad-23bf07786a7d,2025-10-13 05:02:22,1,média,100,63,alta
f2fa9095-ec39-48d8-a44c-5dae81a6d89e,2025-10-13 05:31:26,1,média,88,9,alta
48b00f48-7f63-4ac7-a6b3-991e17f9dabb,2025-10-13 09:05:02,1,curta,11,13,baixa
43736608-2ed9-4723-9204-c960fa215f68,2025-10-13 12:45:04,1,longa,227,40,baixa
a7d9419a-f0be-4bef-a26a-cd576931f42e,2025-10-13 13:42:19,1,média,63,23,baixa
6f43fd44-156f-4378-afa5-b43f4c5ed2a4,2025-10-13 18:36:01,1,média,91,70,alta
bcec7b90-f210-4e0f-996e-450ba429acec,2025-10-14 04:08:17,1,curta,41,32,baixa
442649ba-9d2d-44dc-b793-cd1a29096025,2025-10-14 04:29:58,1,longa,182,106,baixa
05add945-6c52-4307-8798-324d91ddde85,2025-10-14 06:17:15,1,curta,47,47,baixa
010a2746-5496-4689-a4bd-723664fa14c5,2025-10-14 12:28:02,1,curta,42,116,alta
eab6a3c5-2816-4047-a013-6ffb612f2442,2025-10-14 12:46:16,1,média,86,46,baixa
68282f91-8a29-4add-bb4f-d7e5e76b1e75,2025-10-14 15:02:08,1,curta,52,56,baixa
25c6ee23-8eb5-488b-8c68-9fa56245ff08,2025-10-14 19:18:55,1,média,94,95,alta
e9a8cd21-16fa-420e-aed4-aa87e9856680,2025-10-14 20:01:38,1,longa,227,67,alta
269da29d-46b1-461a-963a-d76f17e5ba6f,2025-10-14 23:06:30,1,curta,20,97,baixa
135f5d0d-db06-4929-98c3-aeec3375f16e,2025-10-15 02:10:16,1,curta,32,87,baixa
456e0325-daf0-4ac1-bd10-85d8ae187fd8,2025-10-15 06:10:41,1,longa,163,73,baixa
16f422b1-5a71-4783-89cd-a1ff78e95d4e,2025-10-15 06:31:22,1,longa,255,25,baixa
d268eb0e-00b9-4045-a2c8-163413fcf7df,2025-10-15 08:05:04,1,curta,24,27,alta
22ff0a1c-fddb-4b44-93c9-cbe8fa50328e,2025-10-15 09:20:32,1,longa,294,78,alta
ab70d96d-df43-4822-bd3f-d4ebc18e5373,2025-10-15 09:59:57,1,curta,14,118,alta
f27ca6b0-94de-4305-b97e-1ec4c6e869e3,2025-10-15 11:07:46,1,curta,22,15,baixa
c1b567e8-544a-4d3a-a25e-ec9ec17ae7e4,2025-10-15 12:35:22,1,longa,286,15,baixa
c3954135-1239-4f65-83ba-1f3b7b51cf3b,2025-10-15 13:30:49,1,curta,56,52,alta
38269287-95fe-42f7-aff5-828f5da338eb,2025-10-15 14:32:29,1,longa,261,89,alta
019f5e6a-654c-4a2d-9e31-e49fe460b8e3,2025-10-15 17:22:18,1,curta,17,50,baixa
c03c3153-62d8-4596-b68c-1c6dfd93bd6b,2025-10-15 17:41:40,1,curta,19,3,baixa
77497641-a80a-4347-8bb5-73a4fc9da954,2025-10-15 18:58:48,1,curta,23,73,baixa
6082dd45-c6be-4b0e-a9cc-c50cece1d1ff,2025-10-15 20:54:16,1,média,107,27,baixa
d06c96a0-4149-44b8-a703-ad905163fa8d,2025-10-16 09:40:52,1,média,89,17,alta
c08c4716-1192-4815-968d-7ea7e7328f47,2025-10-16 12:58:00,1,curta,14,13,baixa
7c638071-eedc-4912-9245-7ce03d97c20c,2025-10-16 15:28:25,1,curta,51,89,alta
fe677971-b5b9-4e2a-9fe2-850e958d937c,2025-10-16 18:25:53,1,longa,265,73,baixa
7de3a2b5-b48f-4f24-9a90-d77619e757ab,2025-10-16 21:48:41,1,curta,13,80,baixa
efb3f0cb-34c5-4bc7-9a82-155c3d84b0bb,2025-10-17 02:13:32,1,média,98,46,alta
f8d4d747-f738-4763-ac6b-cccb6bab7b6a,2025-10-17 04:48:46,1,longa,161,65,baixa
ee97adc4-e73d-479e-8ff6-8f67fcf61e0f,2025-10-17 04:50:42,1,longa,161,36,alta
fb607d93-8180-4ca9-8c44-67ef9f270567,2025-10-17 05:49:58,1,média,119,86,alta
85f8c582-e7a7-47b5-8718-4a37f93a16a7,2025-10-17 06:12:04,1,longa,245,69,baixa
d344b8e8-21da-443a-9d61-b6679520dbdd,2025-10-17 07:48:29,1,média,96,41,alta
38e44bb6-6ee6-4e17-9fff-1d5f0cccf13d,2025-10-17 12:24:29,1,curta,53,29,baixa
26bfb8bf-d717-45cd-8a2b-84c0a76894ef,2025-10-17 13:29:23,1,média,92,107,baixa
04004eb3-97e9-4d04-811c-cb186eef0eb4,2025-10-17 14:03:12,1,curta,49,7,alta
96348b55-dd17-4240-b48f-b6a90f819101,2025-10-17 17:15:24,1,curta,47,83,baixa
2782f3c6-e8dd-4540-a594-b04715cb9a7c,2025-10-17 18:09:23,1,longa,140,54,alta
15c85fbb-e40e-4dad-9804-ad507e5c073e,2025-10-17 18:47:14,1,média,94,95,baixa
7bf02bd9-313a-4419-b3b9-43c85631b27f,2025-10-17 23:08:27,1,longa,254,9,baixa
67900f5c-cc03-4861-90ae-a27e107a9665,2025-10-18 01:22:10,1,média,92,99,baixa
603e13c1-dee0-4919-bc9d-5743c9a29714,2025-10-18 02:36:36,1,longa,132,102,baixa
13ad4a82-461d-4920-8532-258c4b88fc84,2025-10-18 02:57:45,1,média,102,47,baixa
db5ef003-3cf6-4102-92cc-8cee766da3bb,2025-10-18 03:21:43,1,longa,226,1,baixa
d312da00-2948-4e2b-bd5a-b53b2036f7d0,2025-10-18 08:28:30,1,média,79,103,baixa
5011f0dc-65c5-42f9-a9eb-792e7c5aac31,2025-10-18 09:23:34,1,longa,163,98,baixa
e744d3aa-100b-41fa-a8e6-e1a2fff797c7,2025-10-18 10:56:15,1,longa,286,74,baixa
35f13764-9f22-44cc-84ff-73a02951afe1,2025-10-18 13:25:03,1,curta,39,93,alta
50f6cf89-f328-4f2f-a06f-7e45b3d02a95,2025-10-18 16:10:56,1,curta,12,79,baixa
4d81bc66-8451-4750-b462-1287d27b6aab,2025-10-18 17:08:13,1,longa,174,48,alta
cf06fbd5-5a31-4926-af04-9adb4eb29063,2025-10-18 20:03:49,1,longa,290,31,baixa
5b259e70-db81-44ac-88db-82beb9bd9e7c,2025-10-18 20:18:34,1,curta,41,66,alta
55be1fe0-99ed-4051-a998-686627bb1d60,2025-10-18 23:14:48,1,média,111,64,alta
d32bcbdf-252a-4fb9-8662-e14e1e36412e,2025-10-19 01:41:16,1,média,73,42,alta
d7df260c-e9be-42bc-a375-884800cb375c,2025-10-19 03:07:07,1,longa,258,9,alta
43eb67a7-1756-4c79-bf12-e6d92ee0afc2,2025-10-19 08:30:10,1,curta,42,83,alta
b13cd903-9586-425b-9e77-d4e094c4f2ac,2025-10-19 08:49:42,1,longa,252,100,baixa
d81ecc3e-5296-4374-9be4-db2fb4dbc682,2025-10-19 10:20:22,1,curta,18,66,baixa
c519f432-7ce4-4fb2-8f9b-d96799eef273,2025-10-19 10:21:45,1,longa,187,102,alta
6fda5d87-ed42-4547-bd14-17c4963172bb,2025-10-19 13:43:52,1,longa,222,95,alta
2879e97a-0c02-42f5-900b-06db8f31008b,2025-10-19 19:49:48,1,média,120,18,baixa
9a49efb8-da9d-40fd-bf93-8a879bdcf60c,2025-10-19 20:06:37,1,longa,173,91,baixa
4b1d5105-fffd-4480-8ec7-1d406530f4c5,2025-10-19 23:28:23,1,longa,143,108,baixa
6311aa03-4ad1-4e2a-8cf2-b28be41d7e12,2025-10-20 00:24:55,1,curta,52,65,alta
5ee4b0f2-38a3-4fbc-82c7-9df19d0fe664,2025-10-20 00:49:26,1,longa,270,5,baixa
38c32b65-13b3-40f2-8a2b-25d3b7e57473,2025-10-20 00:59:07,1,curta,59,67,baixa
68a11c6a-528d-4a2a-af3b-cfa807ea2e89,2025-10-20 02:38:00,1,média,93,99,alta
c61c4ef2-a435-43da-b168-8078bbaf6b09,2025-10-20 03:31:47,1,média,120,65,alta
031c1d8e-63de-4419-bd82-bc1d95a5c953,2025-10-20 07:11:50,1,curta,32,99,baixa
5ed8b8a1-ea5e-4a27-9c8f-d8e8e2274cd9,2025-10-20 10:03:10,1,média,105,74,alta
04c22417-10ed-4a29-b5ab-ce25215d6dce,2025-10-20 11:02:08,1,curta,49,43,baixa
37d5dbbe-2f9e-4979-b21b-edee5176e491,2025-10-20 17:29:31,1,média,78,103,alta
82d5904a-984b-4738-bbac-77259c28c440,2025-10-20 20:47:48,1,curta,42,63,alta
fbbe52b6-a67f-4e62-8b85-44ff038522e2,2025-10-20 22:25:25,1,longa,220,86,alta
9789502d-cde6-47fb-9657-04e7dd966137,2025-10-21 06:36:26,1,longa,285,4,alta
580504c7-2b1c-48ad-a455-73b651af72df,2025-10-21 08:23:39,1,curta,31,23,baixa
f37ad716-1cf9-416b-be85-8f23875eab32,2025-10-21 11:14:59,1,curta,36,19,baixa
f41ae8d9-ebbf-42b2-aaf1-d39b8e0a2110,2025-10-21 12:21:40,1,longa,268,65,baixa
4daac78e-fd1d-4c5f-b1c5-ff80c43cf469,2025-10-21 12:48:51,1,média,90,73,baixa
426d7899-4f56-49ab-9c2e-c3fb7bc06d82,2025-10-21 15:01:42,1,média,94,13,alta
af95382b-6d21-4b41-bcf9-dc6cda811ba5,2025-10-21 20:17:13,1,longa,211,99,baixa
576bedb3-0c36-4b72-8efd-381efdcc9eb7,2025-10-21 20:25:16,1,longa,281,77,alta
afe9f061-0415-486b-8600-f06df54d260f,2025-10-21 21:47:14,1,longa,292,67,baixa
da323255-cf65-478b-89a5-8fb8325fbd15,2025-10-21 22:38:30,1,curta,40,27,alta
4dbc14d8-a080-43bc-9487-3fca821373f1,2025-10-22 01:09:42,1,curta,46,32,baixa
7d4d3c24-a2bc-4ccf-bdb5-5b9893953057,2025-10-22 04:05:07,1,curta,13,87,alta
77b40b9d-db3a-48f7-a260-fd18577a221f,2025-10-22 06:13:16,1,curta,32,66,alta
24c6311b-2ff8-4ea2-819a-5fadbde95c36,2025-10-22 07:11:45,1,longa,251,59,alta
551b11fc-5a1f-4315-b740-6c61b1122983,2025-10-22 09:43:03,1,longa,205,101,alta
9c1afcd5-02c5-48fd-acd3-3f5752308e10,2025-10-22 13:11:53,1,média,80,68,alta
35c4040b-2059-48fc-820c-156a15352e5d,2025-10-22 16:06:58,1,longa,260,7,alta
dd163f25-5de0-4539-961e-19eeb609ae17,2025-10-22 16:38:40,1,curta,50,50,baixa
97767bd3-2ce6-4a88-b257-905eeed8a41c,2025-10-22 20:30:06,1,média,98,102,alta
42f834f4-3aa2-482a-bae5-a71bf9c82762,2025-10-22 20:59:15,1,média,66,30,baixa
771aa579-aa92-4773-a410-feb8d8550b54,2025-10-22 23:59:07,1,longa,240,74,baixa
4a9e996b-5853-48b9-84a4-1048a3961ea8,2025-10-23 00:32:03,1,curta,60,120,baixa
70149ad1-133e-4645-b859-aa47b2430a57,2025-10-23 01:00:49,1,média,73,9,alta
b39e8ed7-6d4d-46bd-a841-6d8d80720462,2025-10-23 01:08:13,1,média,62,39,baixa
6d4709c4-2bd8-46d9-aed6-157a34e28880,2025-10-23 03:04:40,1,média,98,75,baixa
77300c7d-518e-4754-b2cd-6ade2f72a8cc,2025-10-23 04:02:20,1,média,74,42,baixa
9d66da6b-50c3-42c8-b371-cf3375867aa4,2025-10-23 07:48:50,1,longa,273,7,baixa
f253bbe2-5f77-4b68-a8a1-5253ef855604,2025-10-23 10:39:55,1,longa,161,21,alta
a933636d-060e-477d-83cb-3e9a6423b076,2025-10-23 13:10:29,1,curta,39,106,alta
e12863d4-0c8c-4cd6-859a-092dead9427d,2025-10-23 13:12:30,1,longa,297,98,baixa
d8464ab0-1a8b-45ec-8212-ceb817d0c35a,2025-10-23 15:32:59,1,longa,153,10,alta
16bccf4c-8faf-4403-8c4c-cf263cb91320,2025-10-23 18:51:11,1,média,105,43,baixa
34b5b653-48ae-4884-a0da-20e600fb88fd,2025-10-23 19:56:21,1,média,91,65,alta
70e3fcd4-b043-45d4-9dcd-bdd272da5f75,2025-10-23 19:59:19,1,curta,58,86,alta
4799a740-d8a2-42c5-a318-4f277f6cbc7e,2025-10-24 04:10:32,1,curta,44,20,alta
dc7a02f9-8b0d-45af-ace8-bd7c6639379f,2025-10-24 04:13:34,1,média,113,2,alta
cc9a59ac-e323-400b-9851-e4904d0b042f,2025-10-24 04:34:42,1,média,70,53,baixa
2b9660a8-badd-4d1d-bba7-a9d8fd72795f,2025-10-24 04:37:00,1,média,75,91,alta
3755d098-8185-41af-a0fc-3a3585fd8b1e,2025-10-24 05:05:13,1,curta,20,45,alta
5e63c37a-d84b-4696-ac9b-25a597f6129e,2025-10-24 09:14:59,1,curta,19,20,baixa
255df6d4-393e-45ed-8770-3eebed1b387b,2025-10-24 15:11:39,1,média,74,68,baixa
71a3899f-b1b9-4fc3-ac42-fe711df0ea85,2025-10-24 16:21:54,1,curta,54,83,baixa
6ba6b726-54c7-4808-b5c5-b65c37085ab0,2025-10-24 17:48:28,1,curta,27,66,baixa
93c9ec0b-0399-4038-924d-33ebb91ed3db,2025-10-24 21:22:41,1,média,70,92,baixa
f6d7bb10-9c56-4c23-938e-9b8c832a601b,2025-10-25 00:25:57,1,curta,38,30,baixa
c571a380-d349-470f-9af4-1257e5095676,2025-10-25 02:34:35,1,longa,200,68,baixa
0d05c920-cba6-491a-a67c-17d044f447d2,2025-10-25 07:23:39,1,longa,185,49,alta
00907fed-1bd5-4910-9e92-1c1875a42241,2025-10-25 08:40:17,1,curta,13,37,alta
2c6c04aa-30a2-47a0-a805-d06bc2fad5f8,2025-10-25 11:28:13,1,longa,239,23,baixa
4ab3702d-87cd-4e8e-b88d-6c9084fcaa32,2025-10-25 11:32:32,1,curta,58,117,alta
3511a27f-693c-4303-a7d8-caa1ed7ac566,2025-10-25 11:38:50,1,média,68,106,alta
a6818340-5061-4510-9a77-e27015f0a1e4,2025-10-25 12:50:22,1,curta,52,84,baixa
70c6e7e1-ed6c-43c9-86d3-5925499a24a7,2025-10-25 18:34:14,1,curta,26,116,baixa
02b27923-ba93-48cb-9653-7173326da28a,2025-10-26 00:32:33,1,média,63,26,alta
32eb18af-a248-475d-b628-8d788b3c9f12,2025-10-26 01:02:13,1,curta,57,87,baixa
672e2527-6da5-47bf-bffd-7120656f1908,2025-10-26 02:58:24,1,média,110,59,baixa
c15b0d17-52c8-4476-b608-f05890cee41c,2025-10-26 04:08:00,1,curta,39,79,baixa
63333c50-93c7-4abd-806d-31f1347948ba,2025-10-26 07:39:38,1,longa,270,24,alta
dc43de44-6782-404b-9e76-f02e4b4b70b3,2025-10-26 10:08:30,1,média,71,48,alta
e550180c-f796-4ddb-82c3-175767df1737,2025-10-26 12:21:21,1,curta,58,82,alta
b8695f27-e518-4a77-b49e-5e46e51dd132,2025-10-26 12:56:15,1,longa,175,2,alta
cd50c793-3a93-4366-b784-da2070f26e3e,2025-10-26 13:12:07,1,curta,43,16,alta
f1cd4dcf-ff6a-4baa-ab38-9b34e50ea865,2025-10-26 13:22:08,1,curta,11,48,alta
4decb752-5361-4e61-8429-b056ed91f3e2,2025-10-26 13:23:54,1,longa,298,103,baixa
a2c9b64d-f0b7-4da3-9a37-cb3884e9010a,2025-10-26 13:49:54,1,média,113,3,alta
75b93fba-4671-413c-9c0c-70fad2c9f96b,2025-10-26 17:23:43,1,curta,21,115,alta
c05a504e-223d-44bf-bae6-c3fe2376c3de,2025-10-26 18:09:41,1,longa,238,16,baixa
408e4006-05c5-4b8d-9bc3-18c87db3b7b4,2025-10-26 22:16:04,1,curta,11,69,baixa
b1876ffa-533a-43c1-965d-0b132ac8ae1a,2025-10-27 00:43:33,1,curta,42,92,baixa
b0071d7c-277e-44c9-8085-c87a11fd4fd1,2025-10-27 02:28:24,1,média,80,96,baixa
1927c5c0-0ec4-49cd-a161-89d944361fea,2025-10-27 09:28:35,1,média,65,115,alta
cb0a8225-8c28-4d59-a9b1-f874d3bea1a2,2025-10-28 00:33:54,1,curta,47,86,alta
a6cb684a-7d14-4295-b194-dbd7b7741006,2025-10-28 02:46:43,1,curta,41,62,alta
47a7eaa7-01d3-4266-8382-3508192a270f,2025-10-28 06:04:08,1,curta,22,62,alta
4d94ccd3-a00a-4fd1-9e09-b4c75b8c8018,2025-10-28 09:03:30,1,curta,24,87,alta
2f54c50f-0d0c-44a4-94db-ad9d76f64345,2025-10-28 11:36:43,1,longa,176,57,baixa
